	Cluster	Sex	Side	Cell_Type	Cell_Type_Max	Cell_Type_Max_COUNTS	Marker
Male_L2-1246	4	Male	Left	Astrocyte	3.057113381	11	Gfap
Male_L2-1252	12	Male	Left	Astrocyte	10	2	Aldh1l1
Male_L2-1260	2	Male	Left	Microglia	1.579892769	19	Cd68
Male_L2-1271	1	Male	Left	Microglia	3.012089109	34	Cd68
Male_L2-1279	4	Male	Left	Immune	1.043306377	19	Tyrobp
Male_L2-1285	3	Male	Left	Endothelial	3.468162292	13	Nostrin
Male_L2-1314	0	Male	Left	Microglia	0.917155407	19	Tmem119
Male_L2-1317	0	Male	Left	Microglia	2.164302951	37	Cd40
Male_L2-1319	0	Male	Left	Microglia	1.249604801	33	Cd40
Male_L2-1321	3	Male	Left	Endothelial	3.250768129	13	Emcn
Male_L2-1330	4	Male	Left	Microglia	1.069382467	6	Tmem119
Male_L2-1355	2	Male	Left	Reticulocyte	1.124026722	54	Ruvbl1
Male_L2-1360	1	Male	Left	Oligodendrocyte	1.630743534	20	Mbp
Male_L2-1364	9	Male	Left	Astrocyte	1.670215366	1	Slc1a3
Male_L2-1382	0	Male	Left	Neuron	2.54103044	23	Nefl
Male_L2-1386	2	Male	Left	Microglia	2.399687227	14	Cd68
Male_L2-1415	2	Male	Left	Reticulocyte	1.446178266	22	Ruvbl1
Male_L2-1420	13	Male	Left	Reticulocyte	6.14951243	1	Ruvbl1
Male_L2-1426	4	Male	Left	Neuron	7.022833144	16	Nefl
Male_L2-1428	8	Male	Left	Neuron	5.034912764	1	Map2
Male_L2-1442	10	Male	Left	Oligodendrocyte	1.561117056	2	Mbp
Male_L2-1445	1	Male	Left	Neuron	3.145434867	3	Map2
Male_L2-1464	3	Male	Left	Endothelial	1.904582916	1	Nostrin
Male_L2-1465	12	Male	Left	Oligodendrocyte	2.534622889	2	Mbp
Male_L2-1471	1	Male	Left	Astrocyte	2.024300642	23	Slc1a3
Male_L2-1476	1	Male	Left	Microglia	1.459267619	33	Cd68
Male_L2-1484	6	Male	Left	Neuroepithelial	4.016886735	13	Hes1
Male_L2-1485	8	Male	Left	Neuron	2.699678516	1	Mapt
Male_L2-1487	1	Male	Left	Microglia	0.836165311	30	Tmem119
Male_L2-1491	1	Male	Left	Astrocyte	1.568309517	3	S100b
Male_L2-1498	2	Male	Left	Microglia	2.750912118	19	Cd68
Male_L2-1513	1	Male	Left	Neuron	2.596278867	18	Gap43
Male_L2-1514	1	Male	Left	Neuron	4.538682874	3	Map2
Male_L2-1524	6	Male	Left	Neuron	3.039007765	2	Map2
Male_L2-1528	8	Male	Left	Reticulocyte	5.205680484	3	Ruvbl1
Male_L2-1548	3	Male	Left	Endothelial	2.401450069	10	Nostrin
Male_L2-1551	1	Male	Left	Neuron	1.620977583	43	Nefl
Male_L2-1552	4	Male	Left	Microglia	1.505836891	8	Tmem119
Male_L2-1568	0	Male	Left	Astrocyte	2.125816889	16	Slc1a3
Male_L2-1569	3	Male	Left	Endothelial	3.2938171	12	Emcn
Male_L2-1570	6	Male	Left	Reticulocyte	4.747505893	2	Ruvbl1
Male_L2-1575	1	Male	Left	Microglia	1.54332952	28	Cd68
Male_L2-1587	0	Male	Left	Astrocyte	1.347224291	17	Slc1a3
Male_L2-1604	1	Male	Left	Microglia	1.177070675	33	Cd40
Male_L2-1613	4	Male	Left	Oligodendrocyte	2.306081841	4	Mbp
Male_L2-1614	11	Male	Left	Neuroepithelial	6.68277238	69	Sox2
Male_L2-1623	1	Male	Left	Astrocyte	1.826330443	23	Slc1a3
Male_L2-1632	1	Male	Left	Erythroblast	5.475029372	40	Lmnb1
Male_L2-1639	2	Male	Left	Neuron	2.621434621	31	Gap43
Male_L2-1640	1	Male	Left	Neuron	9.669372897	3	Nefl
Male_L2-1641	1	Male	Left	Oligodendrocyte	2.445837928	2	Mbp
Male_L2-1643	6	Male	Left	Neuron	3.821397577	2	Map2
Male_L2-1648	6	Male	Left	Endothelial	2.557697464	2	Emcn
Male_L2-1649	1	Male	Left	Neuron	-0.046028861	0	Gabra1
Male_L2-1660	2	Male	Left	Microglia	3.574537519	17	Cd68
Male_L2-1666	0	Male	Left	Neuron	2.513905811	29	Nefl
Male_L2-1667	3	Male	Left	Endothelial	2.382206226	5	Nostrin
Male_L2-1673	1	Male	Left	Oligodendrocyte	0.811316223	37	Mbp
Male_L2-1674	1	Male	Left	Astrocyte	1.239014028	40	Slc1a3
Male_L2-1675	0	Male	Left	Microglia	2.028321852	30	Tmem119
Male_L2-1681	1	Male	Left	Microglia	6.129447743	5	Cd40
Male_L2-1699	6	Male	Left	Oligodendrocyte	8.883498858	28	Mog
Male_L2-1700	0	Male	Left	Astrocyte	1.370823793	26	Slc1a3
Male_L2-1706	7	Male	Left	Astrocyte	5.623557393	35	Aldh1l1
Male_L2-1711	6	Male	Left	Astrocyte	5.900101415	3	Gjb6
Male_L2-1724	0	Male	Left	Microglia	1.250368718	39	Cd68
Male_L2-1734	1	Male	Left	Neuron	2.07121828	21	Mapt
Male_L2-1736	2	Male	Left	Astrocyte	1.754537332	29	Slc1a3
Male_L2-1742	0	Male	Left	Microglia	3.0600654	12	Cd40
Male_L2-1743	0	Male	Left	Microglia	1.130372875	12	Tmem119
Male_L2-1749	4	Male	Left	Oligodendrocyte	2.554441632	3	Mbp
Male_L2-1755	3	Male	Left	Endothelial	3.686565032	5	Nostrin
Male_L2-1756	2	Male	Left	Neuron	10	3	Gap43
Male_L2-1770	2	Male	Left	Microglia	1.134794442	34	Cd40
Male_L2-1775	8	Male	Left	Neuroepithelial	2.573077145	3	Notch1
Male_L2-1781	1	Male	Left	Microglia	1.032927208	50	Tmem119
Male_L2-1793	0	Male	Left	Ependymal	1.765886685	22	Zmynd10
Male_L2-1800	13	Male	Left	Astrocyte	2.754314128	2	Gjb6
Male_L2-1820	3	Male	Left	Endothelial	4.351448555	18	Emcn
Male_L2-1837	0	Male	Left	Microglia	2.036105972	65	Cd40
Male_L2-1857	3	Male	Left	Neuroepithelial	2.554061779	4	Notch1
Male_L2-1864	0	Male	Left	Microglia	2.480584324	20	Cd40
Male_L2-1868	0	Male	Left	Reticulocyte	1.470992883	24	Ruvbl1
Male_L2-1879	6	Male	Left	Endothelial	2.701637722	4	Emcn
Male_L2-1907	0	Male	Left	Neuroepithelial	1.984066522	34	Sox2
Male_L2-1929	3	Male	Left	Stem cell	3.766622949	12	Pdgfra
Male_L2-1938	1	Male	Left	Microglia	1.659557219	13	Tmem119
Male_L2-1945	8	Male	Left	Neuron	6.878405132	2	Mapt
Male_L2-1982	4	Male	Left	Astrocyte	1.441573827	7	S100b
Male_L2-1986	0	Male	Left	Reticulocyte	2.816834401	19	Ruvbl1
Male_L2-1987	4	Male	Left	Immune	1.441994955	10	Tyrobp
Male_L2-2004	0	Male	Left	Neuron	4.347087652	35	Rbfox3
Male_L2-2006	2	Male	Left	Astrocyte	1.451181332	3	Slc1a3
Male_L2-2007	1	Male	Left	Microglia	1.728881326	42	Tmem119
Male_L2-2008	3	Male	Left	Neuron	5.922688532	11	Gap43
Male_L2-2029	4	Male	Left	Astrocyte	1.906398334	2	Gfap
Male_L2-2040	4	Male	Left	Oligodendrocyte	1.182840197	6	Mbp
Male_L2-2042	0	Male	Left	Astrocyte	2.136177296	29	Slc1a3
Male_L2-2057	4	Male	Left	Microglia	3.108880899	14	Cd68
Male_L2-2063	0	Male	Left	Neuron	1.545274677	39	Nefl
Male_L2-2070	1	Male	Left	Reticulocyte	1.133263374	27	Ruvbl1
Male_L2-2073	4	Male	Left	Immune	1.124612412	7	Tyrobp
Male_L2-2079	1	Male	Left	Neuron	-0.046028861	1	Gabra1
Male_L2-2099	4	Male	Left	Immune	0.652882197	3	Tyrobp
Male_L2-2108	4	Male	Left	Immune	1.029021916	6	Tyrobp
Male_L2-2124	4	Male	Left	Reticulocyte	6.044546415	3	Ruvbl1
Male_L2-2128	6	Male	Left	Erythroblast	10	3	Lmnb1
Male_L2-2134	4	Male	Left	Oligodendrocyte	2.2750739	16	Mbp
Male_L2-2136	0	Male	Left	Reticulocyte	1.969381858	25	Ruvbl1
Male_L2-2146	1	Male	Left	Microglia	1.15626166	49	Tmem119
Male_L2-2155	4	Male	Left	Immune	0.852794126	10	Tyrobp
Male_L2-2162	6	Male	Left	Platelets	8.110645306	3	Ccl5
Male_L2-2164	0	Male	Left	Microglia	1.191238537	32	Cd68
Male_L2-2166	7	Male	Left	Astrocyte	9.942404298	28	Fgfr3
Male_L2-2168	0	Male	Left	Stem cell	3.317904012	11	Pdgfra
Male_L2-2172	4	Male	Left	Microglia	5.169320184	9	Cd68
Male_L2-2174	4	Male	Left	Oligodendrocyte	1.598084996	11	Mbp
Male_L2-2175	6	Male	Left	Neuroepithelial	3.312966818	8	Hes1
Male_L2-2177	2	Male	Left	Microglia	0.810207658	15	Tmem119
Male_L2-2194	3	Male	Left	Endothelial	2.302231395	7	Nostrin
Male_L2-2197	7	Male	Left	Astrocyte	8.797869629	21	Fgfr3
Male_L2-2210	8	Male	Left	Neuroepithelial	7.390161425	3	Hes1
Male_L2-2211	5	Male	Left	Astrocyte	2.468635379	14	Gfap
Male_L2-2213	4	Male	Left	Immune	1.026505467	14	Tyrobp
Male_L2-2221	3	Male	Left	Endothelial	3.802209985	7	Emcn
Male_L2-2232	3	Male	Left	Neuroepithelial	2.532088972	5	Notch1
Male_L2-2235	4	Male	Left	Neuron	4.312901794	7	Map2
Male_L2-2237	0	Male	Left	Microglia	1.187852107	31	Cd40
Male_L2-2240	4	Male	Left	Microglia	2.035210058	7	Tmem119
Male_L2-2251	4	Male	Left	Oligodendrocyte	2.16231161	8	Mbp
Male_L2-2258	6	Male	Left	Astrocyte	1.066870755	3	S100b
Male_L2-2268	2	Male	Left	Oligodendrocyte	0.873097249	25	Mbp
Male_L2-2278	3	Male	Left	Ependymal	8.52587361	17	Zmynd10
Male_L2-2280	0	Male	Left	Microglia	1.555586481	27	Cd68
Male_L2-2300	1	Male	Left	Microglia	1.671543467	32	Tmem119
Male_L2-2304	1	Male	Left	Microglia	2.906338938	35	Cd40
Male_L2-2310	6	Male	Left	Neuroepithelial	2.307238127	8	Notch1
Male_L2-2314	3	Male	Left	Neuroepithelial	5.319977381	13	Hes1
Male_L2-2326	2	Male	Left	Microglia	2.299142854	13	Cd68
Male_L2-2330	6	Male	Left	Neuron	10	4	Rbfox3
Male_L2-2331	0	Male	Left	Neuron	3.840815176	33	Rbfox3
Male_L2-2333	1	Male	Left	Neuron	3.036033472	29	Mapt
Male_L2-2335	4	Male	Left	Astrocyte	2.388219821	11	Gfap
Male_L2-2351	3	Male	Left	Endothelial	3.716582868	16	Emcn
Male_L2-2360	4	Male	Left	Astrocyte	2.628053118	3	Aqp4
Male_L2-2362	1	Male	Left	Microglia	0.946021619	54	Cx3cr1
Male_L2-2371	4	Male	Left	Microglia	0.463142116	2	Cx3cr1
Male_L2-2386	1	Male	Left	Microglia	6.480525404	3	Cd68
Male_L2-2389	1	Male	Left	Oligodendrocyte	0.827357613	34	Mbp
Male_L2-2397	2	Male	Left	Microglia	1.589495313	31	Cd40
Male_L2-2404	3	Male	Left	Endothelial	2.02498859	6	Nostrin
Male_L2-2423	1	Male	Left	Microglia	1.882132646	37	Tmem119
Male_L2-2432	2	Male	Left	Oligodendrocyte	2.42884455	5	Mbp
Male_L2-2436	0	Male	Left	Oligodendrocyte	7.05748805	39	Mog
Male_L2-2455	0	Male	Left	Microglia	1.381587473	45	Tmem119
Male_L2-2458	5	Male	Left	Microglia	1.779659944	53	Cd68
Male_L2-2476	10	Male	Left	Platelets	10	11	Ccl5
Male_L2-2478	1	Male	Left	Immune	0.809431033	29	Tyrobp
Male_L2-2481	4	Male	Left	Reticulocyte	4.85487602	6	Ruvbl1
Male_L2-2486	1	Male	Left	Reticulocyte	2.302910746	35	Ruvbl1
Male_L2-2489	1	Male	Left	Astrocyte	1.567186952	17	Slc1a3
Male_L2-2492	12	Male	Left	Neuron	8.67000863	13	Nefl
Male_L2-2493	3	Male	Left	Neuron	4.47501425	9	Slc12a5
Male_L2-2494	4	Male	Left	Astrocyte	1.001017874	6	S100b
Male_L2-2509	4	Male	Left	Astrocyte	1.970425738	9	S100b
Male_L2-2513	8	Male	Left	Neuroepithelial	2.828029388	3	Notch1
Male_L2-2515	0	Male	Left	Microglia	2.025189587	34	Cd68
Male_L2-2527	4	Male	Left	Microglia	5.41030134	19	Cd68
Male_L2-2531	2	Male	Left	Microglia	2.738263819	12	Cd40
Male_L2-2538	3	Male	Left	Endothelial	3.495043055	10	Emcn
Male_L2-2543	1	Male	Left	Neuron	2.327637346	29	Nefl
Male_L2-2561	1	Male	Left	Oligodendrocyte	7.774952567	36	Opalin
Male_L2-2564	6	Male	Left	Endothelial	1.989620053	1	Nostrin
Male_L2-2569	4	Male	Left	Astrocyte	1.362420467	8	S100b
Male_L2-2578	4	Male	Left	Neuron	3.414400633	8	Map2
Male_L2-2579	1	Male	Left	Microglia	1.572872599	26	Tmem119
Male_L2-2599	3	Male	Left	Neuroepithelial	6.219238674	1	Hes1
Male_L2-2600	1	Male	Left	Microglia	1.708063254	19	Cd40
Male_L2-2608	11	Male	Left	Ependymal	7.799323449	72	Zmynd10
Male_L2-2611	1	Male	Left	Oligodendrocyte	1.917210602	5	Mbp
Male_L2-2616	2	Male	Left	Microglia	1.716091449	17	Cd40
Male_L2-2627	1	Male	Left	Neuron	2.617630773	31	Nefl
Male_L2-2629	3	Male	Left	Endothelial	3.290052567	7	Nostrin
Male_L2-2657	0	Male	Left	Microglia	0.972394931	28	Tmem119
Male_L2-2677	13	Male	Left	Erythroblast	7.266366561	1	Lmnb1
Male_L2-2680	2	Male	Left	Microglia	2.525600229	12	Cd68
Male_L2-2689	7	Male	Left	Astrocyte	6.084939848	23	Aldh1l1
Male_L2-2705	1	Male	Left	Astrocyte	1.034160754	46	Slc1a3
Male_L2-2707	2	Male	Left	Reticulocyte	1.928704143	28	Ruvbl1
Male_L2-2708	4	Male	Left	Immune	0.777174139	4	Tyrobp
Male_L2-2710	4	Male	Left	Microglia	1.248347507	14	Tmem119
Male_L2-2712	4	Male	Left	Astrocyte	1.878579075	7	Aqp4
Male_L2-2721	2	Male	Left	Astrocyte	1.401592143	36	Slc1a3
Male_L2-2740	1	Male	Left	Ependymal	3.012056025	31	Zmynd10
Male_L2-2767	3	Male	Left	Endothelial	3.939130517	18	Emcn
Male_L2-2773	11	Male	Left	Neuron	6.561906518	27	Syt1
Male_L2-2784	0	Male	Left	Neuron	3.450526694	23	Gap43
Male_L2-2792	2	Male	Left	Astrocyte	1.115240896	11	Slc1a3
Male_L2-2795	2	Male	Left	Neuron	3.419134629	36	Rbfox3
Male_L2-2799	6	Male	Left	Neuroepithelial	3.688922212	1	Notch1
Male_L2-2806	1	Male	Left	Neuron	3.250339302	18	Gap43
Male_L2-2809	0	Male	Left	Microglia	0.893957279	14	Cx3cr1
Male_L2-2813	1	Male	Left	Reticulocyte	1.570392136	18	Ruvbl1
Male_L2-2822	11	Male	Left	Neuroepithelial	8.989832323	2	Sox2
Male_L2-2824	0	Male	Left	Neuron	3.416817861	41	Nefl
Male_L2-2826	0	Male	Left	Microglia	2.136672748	32	Cd40
Male_L2-2841	2	Male	Left	Astrocyte	0.823515904	1	Slc1a3
Male_L2-2847	0	Male	Left	Ependymal	2.896898909	26	Zmynd10
Male_L2-2850	6	Male	Left	Astrocyte	4.211147865	1	Gfap
Male_L2-2851	6	Male	Left	Neuron	6.254684254	2	Mapt
Male_L2-2852	0	Male	Left	Neuron	10	4	Nefl
Male_L2-2863	4	Male	Left	Microglia	4.733005934	12	Cd68
Male_L2-2864	6	Male	Left	Endothelial	3.40616754	1	Emcn
Male_L2-2873	0	Male	Left	Reticulocyte	1.089189567	34	Ruvbl1
Male_L2-2883	8	Male	Left	Neuron	4.939150116	2	Mapt
Male_L2-2886	0	Male	Left	Neuron	3.706517408	20	Gap43
Male_L2-2892	0	Male	Left	Microglia	1.487955916	18	Cd40
Male_L2-2900	4	Male	Left	Immune	0.895516008	6	Tyrobp
Male_L2-2907	5	Male	Left	Reticulocyte	1.250010612	25	Ruvbl1
Male_L2-2930	8	Male	Left	Neuron	7.731344342	5	Thy1
Male_L2-2943	1	Male	Left	Neuroepithelial	1.121403206	43	Notch1
Male_L2-2950	11	Male	Left	Ependymal	9.751730236	27	Zmynd10
Male_L2-2959	7	Male	Left	Neuron	4.265277197	16	Map2
Male_L2-2974	1	Male	Left	Microglia	3.746680772	4	Cd40
Male_L2-2979	0	Male	Left	Astrocyte	1.18441468	31	Slc1a3
Male_L2-2990	1	Male	Left	Microglia	1.299761415	34	Tmem119
Male_L2-2995	1	Male	Left	Neuron	1.620358829	29	Mapt
Male_L2-3021	0	Male	Left	Microglia	1.187637404	43	Tmem119
Male_L2-3026	1	Male	Left	Oligodendrocyte	1.253539669	37	Mbp
Male_L2-3027	6	Male	Left	Reticulocyte	6.763136316	1	Ruvbl1
Male_L2-3028	2	Male	Left	Microglia	2.315223783	27	Tmem119
Male_L2-3035	2	Male	Left	Neuron	1.527880534	70	Nefl
Male_L2-3042	0	Male	Left	Neuron	3.182946742	32	Rbfox3
Male_L2-3052	6	Male	Left	Neuroepithelial	2.341193286	1	Notch1
Male_L2-3056	9	Male	Left	Microglia	6.368255161	4	Cd40
Male_L2-3070	4	Male	Left	Oligodendrocyte	10	11	Mog
Male_L2-3074	6	Male	Left	Endothelial	2.537088227	2	Nostrin
Male_L2-3084	3	Male	Left	Platelets	8.569723529	3	Ccl5
Male_L2-3086	6	Male	Left	Endothelial	4.407320719	3	Emcn
Male_L2-3089	0	Male	Left	Oligodendrocyte	10	8	Opalin
Male_L2-3091	0	Male	Left	Neuron	2.241123358	26	Nefl
Male_L2-3102	4	Male	Left	Neuron	8.701384504	9	Thy1
Male_L2-3113	0	Male	Left	Neuron	3.642923128	32	Thy1
Male_L2-3115	4	Male	Left	Microglia	4.717340482	8	Cd68
Male_L2-3118	4	Male	Left	Microglia	3.967869237	13	Cd68
Male_L2-3122	1	Male	Left	Astrocyte	1.704035695	32	Aqp4
Male_L2-3127	6	Male	Left	Endothelial	1.820891496	1	Nostrin
Male_L2-3133	2	Male	Left	Astrocyte	1.512920494	41	Slc1a3
Male_L2-3162	0	Male	Left	Astrocyte	2.048413227	34	Slc1a3
Male_L2-3178	3	Male	Left	Endothelial	3.691584536	20	Nostrin
Male_L2-3186	6	Male	Left	Neuroepithelial	2.605491446	1	Notch1
Male_L2-3197	4	Male	Left	Neuron	2.310886693	18	Map2
Male_L2-3205	4	Male	Left	Oligodendrocyte	2.222961453	8	Mbp
Male_L2-3214	6	Male	Left	Neuroepithelial	1.82288281	5	Notch1
Male_L2-3236	1	Male	Left	Oligodendrocyte	1.641977443	13	Mbp
Male_L2-3237	1	Male	Left	Neuron	1.478356115	22	Map2
Male_L2-3238	2	Male	Left	Astrocyte	0.997479079	15	Slc1a3
Male_L2-3248	1	Male	Left	Reticulocyte	2.450411869	31	Ruvbl1
Male_L2-3253	2	Male	Left	Oligodendrocyte	2.237203304	2	Mbp
Male_L2-3255	6	Male	Left	Astrocyte	10	1	Fgfr3
Male_L2-3258	6	Male	Left	Neuroepithelial	3.598766916	3	Notch1
Male_L2-3259	0	Male	Left	Astrocyte	1.180281054	26	Slc1a3
Male_L2-3263	4	Male	Left	Immune	0.717340707	8	Tyrobp
Male_L2-3266	0	Male	Left	Microglia	0.852923027	30	Tmem119
Male_L2-3273	4	Male	Left	Neuron	3.754019955	6	Map2
Male_L2-3275	1	Male	Left	Astrocyte	1.305809419	6	S100b
Male_L2-3280	0	Male	Left	Neuron	3.533494963	6	Map2
Male_L2-3281	4	Male	Left	Astrocyte	6.837753579	7	Gjb6
Male_L2-3286	6	Male	Left	Neuron	9.990516593	1	Syt1
Male_L2-3299	6	Male	Left	Neuron	8.368610814	2	Thy1
Male_L2-3309	6	Male	Left	Endothelial	3.454956289	1	Emcn
Male_L2-3325	2	Male	Left	Astrocyte	2.358065233	42	Slc1a3
Male_L2-3340	2	Male	Left	Oligodendrocyte	6.26008737	33	Mag
Male_L2-3342	0	Male	Left	Microglia	1.025480891	38	Tmem119
Male_L2-3346	3	Male	Left	Endothelial	3.907708195	6	Emcn
Male_L2-3364	12	Male	Left	Neuroepithelial	1.791508886	11	Notch1
Male_L2-3366	3	Male	Left	Neuroepithelial	4.43726312	7	Hes1
Male_L2-3369	2	Male	Left	Neuron	4.330658866	30	Slc12a5
Male_L2-3380	3	Male	Left	Endothelial	2.63896903	5	Emcn
Male_L2-3381	6	Male	Left	Immune	0.897776833	3	Tyrobp
Male_L2-3382	0	Male	Left	Microglia	1.412938651	63	Cd40
Male_L2-3383	13	Male	Left	Neuron	3.012963422	1	Nefl
Male_L2-3390	0	Male	Left	Microglia	1.51278925	38	Tmem119
Male_L2-3395	6	Male	Left	Endothelial	2.553271171	3	Emcn
Male_L2-3400	6	Male	Left	Microglia	0.089228708	1	Cx3cr1
Male_L2-3404	2	Male	Left	Microglia	1.242668907	33	Tmem119
Male_L2-3418	0	Male	Left	Oligodendrocyte	6.032765071	52	Mag
Male_L2-3419	8	Male	Left	Neuron	4.57868124	2	Syt1
Male_L2-3427	4	Male	Left	Immune	0.927307608	9	Tyrobp
Male_L2-3433	1	Male	Left	Neuron	1.71481359	25	Nefl
Male_L2-3438	2	Male	Left	Microglia	1.344946355	35	Cd40
Male_L2-3439	8	Male	Left	Neuroepithelial	3.048720762	2	Notch1
Male_L2-3455	11	Male	Left	Neuroepithelial	7.52044413	40	Sox2
Male_L2-3456	0	Male	Left	Microglia	2.703696175	41	Cd40
Male_L2-3474	6	Male	Left	Microglia	6.731496784	1	Cd68
Male_L2-3482	2	Male	Left	Astrocyte	1.074425941	6	Slc1a3
Male_L2-3497	1	Male	Left	Microglia	2.034216536	46	Cd68
Male_L2-3517	12	Male	Left	Immune	0.574023436	4	Tyrobp
Male_L2-3526	0	Male	Left	Microglia	1.085933062	35	Tmem119
Male_L2-3533	1	Male	Left	Microglia	1.862310379	28	Cd40
Male_L2-3536	4	Male	Left	Neuron	8.822474926	5	Nefl
Male_L2-3542	6	Male	Left	Neuron	3.842980126	3	Map2
Male_L2-3543	4	Male	Left	Astrocyte	4.555749813	3	Gfap
Male_L2-3552	1	Male	Left	Neuron	2.912646065	26	Nefl
Male_L2-3557	6	Male	Left	Oligodendrocyte	2.914650232	1	Mbp
Male_L2-3586	3	Male	Left	Reticulocyte	5.938083086	1	Ruvbl1
Male_L2-3593	1	Male	Left	Astrocyte	2.44612417	38	Slc1a3
Male_L2-3596	4	Male	Left	Microglia	5.837652752	5	Cd40
Male_L2-3606	1	Male	Left	Microglia	1.169461123	8	Tmem119
Male_L2-3609	7	Male	Left	Astrocyte	5.93219781	85	Fgfr3
Male_L2-3632	6	Male	Left	Endothelial	3.302167065	2	Nostrin
Male_L2-3634	7	Male	Left	Astrocyte	3.906012538	45	Aqp4
Male_L2-3636	6	Male	Left	Astrocyte	3.266357399	2	Aqp4
Male_L2-3637	2	Male	Left	Astrocyte	1.468856766	3	Slc1a3
Male_L2-3639	1	Male	Left	Ependymal	3.896340313	17	Zmynd10
Male_L2-3648	0	Male	Left	Microglia	0.87239719	26	Cx3cr1
Male_L2-3650	2	Male	Left	Erythroblast	5.443322612	20	Lmnb1
Male_L2-3652	0	Male	Left	Microglia	1.309196406	20	Tmem119
Male_L2-3654	1	Male	Left	Neuroepithelial	1.335069806	15	Notch1
Male_L2-3663	3	Male	Left	Ependymal	6.578456912	10	Zmynd10
Male_L2-3664	3	Male	Left	Neuroepithelial	8.107508707	2	Hes1
Male_L2-3678	4	Male	Left	Neuron	9.069704081	3	Nefl
Male_L2-3679	4	Male	Left	Immune	1.459811262	23	Tyrobp
Male_L2-3680	2	Male	Left	Oligodendrocyte	1.94929083	3	Mbp
Male_L2-3691	11	Male	Left	Microglia	5.90240523	2	Cd40
Male_L2-3696	3	Male	Left	Endothelial	3.291684176	8	Nostrin
Male_L2-3702	2	Male	Left	Microglia	3.923705508	1	Cd68
Male_L2-3708	3	Male	Left	Neuroepithelial	5.543916732	2	Hes1
Male_L2-3710	1	Male	Left	Microglia	2.538774471	3	Tmem119
Male_L2-3712	2	Male	Left	Oligodendrocyte	1.020152803	15	Mbp
Male_L2-3715	1	Male	Left	Microglia	3.058459406	24	Cd68
Male_L2-3717	0	Male	Left	Astrocyte	2.618657165	38	Slc1a3
Male_L2-3718	1	Male	Left	Microglia	1.810542802	4	Tmem119
Male_L2-3719	6	Male	Left	Astrocyte	3.407203702	1	Aqp4
Male_L2-3720	4	Male	Left	Microglia	1.562627934	9	Tmem119
Male_L2-3721	0	Male	Left	Oligodendrocyte	2.497126118	16	Mbp
Male_L2-3722	1	Male	Left	Microglia	5.062319136	6	Cd40
Male_L2-3724	6	Male	Left	Endothelial	1.688333692	2	Nostrin
Male_L2-3725	1	Male	Left	Astrocyte	1.813911528	24	Slc1a3
Male_L2-3726	5	Male	Left	Neuron	2.560830944	20	Nefl
Male_L2-3737	14	Male	Left	Immune	1.471682714	24	Tyrobp
Male_L2-3738	1	Male	Left	Astrocyte	1.395371407	42	Slc1a3
Male_L2-3766	6	Male	Left	Neuron	4.17463327	5	Nefl
Male_L2-3770	2	Male	Left	Oligodendrocyte	1.828611382	6	Mbp
Male_L2-3775	2	Male	Left	Reticulocyte	1.215407377	25	Ruvbl1
Male_L2-3784	4	Male	Left	Immune	1.00663457	8	Tyrobp
Male_L2-3788	12	Male	Left	Erythroblast	10	12	Lmnb1
Male_L2-3789	0	Male	Left	Microglia	1.165793778	38	Tmem119
Male_L2-3793	9	Male	Left	Neuron	10	2	Syt1
Male_L2-3811	6	Male	Left	Neuron	5.436019782	2	Nefl
Male_L2-3813	1	Male	Left	Neuroepithelial	1.074090579	30	Notch1
Male_L2-3815	4	Male	Left	Oligodendrocyte	2.20238667	8	Mbp
Male_L2-3831	4	Male	Left	Immune	0.539407395	4	Tyrobp
Male_L2-3832	1	Male	Left	Astrocyte	1.99781628	39	Slc1a3
Male_L2-3842	4	Male	Left	Endothelial	3.192907716	1	Emcn
Male_L2-3862	0	Male	Left	Reticulocyte	0.789122399	49	Ruvbl1
Male_L2-3868	2	Male	Left	Microglia	1.673630452	21	Tmem119
Male_L2-3882	4	Male	Left	Neuron	10	9	Slc12a5
Male_L2-3896	0	Male	Left	Ependymal	4.704020359	10	Zmynd10
Male_L2-3906	2	Male	Left	Microglia	1.039613585	42	Cd68
Male_L2-3914	0	Male	Left	Astrocyte	1.221039153	34	Gfap
Male_L2-3915	2	Male	Left	Astrocyte	2.949729842	32	Aldh1l1
Male_L2-3925	4	Male	Left	Microglia	4.886476904	8	Cd40
Male_L2-3927	1	Male	Left	Erythroblast	4.299732672	29	Lmnb1
Male_L2-3928	4	Male	Left	Oligodendrocyte	2.041050405	2	Mbp
Male_L2-3960	1	Male	Left	Erythroblast	10	5	Lmnb1
Male_L2-3972	1	Male	Left	Microglia	0.824681536	42	Cx3cr1
Male_L2-4001	4	Male	Left	Oligodendrocyte	2.235771188	11	Mbp
Male_L2-4008	2	Male	Left	Neuron	4.687178003	32	Thy1
Male_L2-4010	2	Male	Left	Microglia	0.796118681	3	Cx3cr1
Male_L2-4013	2	Male	Left	Neuroepithelial	1.463521813	19	Notch1
Male_L2-4014	8	Male	Left	Neuron	10	3	Rbfox3
Male_L2-4067	1	Male	Left	Astrocyte	1.25867361	25	Slc1a3
Male_L2-4078	1	Male	Left	Ependymal	2.332162906	41	Zmynd10
Male_L2-4083	3	Male	Left	Endothelial	2.72516559	5	Nostrin
Male_L2-4095	1	Male	Left	Microglia	1.278009148	17	Cd68
Male_L2-4099	1	Male	Left	Microglia	2.585388334	36	Cd68
